Latitude (decimal degrees):	48.265
Longitude (decimal degrees):	11.669
Elevation (m):	476
Radiation database:	PVGIS-SARAH3


Slope: 38 deg. (optimum)
Azimuth: 1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	0.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180315:0210,0.0,0.0,0.0,0.0,0.0,1.14,2.9,0.0
20180315:0310,0.0,0.0,0.0,0.0,0.0,0.98,3.1,0.0
20180315:0410,0.0,0.0,0.0,0.0,0.0,0.85,3.03,0.0
20180315:0510,0.0,0.0,0.0,0.0,0.0,0.63,2.97,0.0
20180315:0610,25.91,6.63,33.09,0.84,6.31,0.57,3.03,0.0
20180315:0710,45.74,0.0,58.14,1.36,15.88,1.52,3.24,0.0
20180315:0810,243.47,58.24,185.75,4.91,24.64,3.75,3.59,0.0
20180315:0910,475.46,201.47,265.67,8.14,31.99,6.08,3.59,0.0
20180315:1010,781.76,527.98,259.66,11.74,37.21,8.65,3.79,0.0
20180315:1110,727.92,425.19,309.72,11.51,39.53,10.64,4.34,0.0
20180315:1210,899.1,713.07,208.72,13.08,38.54,11.95,4.9,0.0
20180315:1310,798.19,608.9,203.31,11.55,34.42,12.59,5.03,0.0
20180315:1410,122.52,1.57,135.27,3.19,27.84,12.77,5.1,0.0
20180315:1510,53.85,0.0,68.88,1.61,19.58,12.17,4.55,0.0
20180315:1610,29.21,0.0,42.94,1.01,10.28,11.29,4.0,0.0
20180315:1710,0.0,0.0,0.0,0.0,0.0,10.13,3.31,0.0
20180315:1810,0.0,0.0,0.0,0.0,0.0,9.12,3.24,0.0
20180315:1910,0.0,0.0,0.0,0.0,0.0,8.0,2.97,0.0
20180315:2010,0.0,0.0,0.0,0.0,0.0,7.29,2.21,0.0
20180315:2110,0.0,0.0,0.0,0.0,0.0,6.71,1.79,0.0
20180315:2210,0.0,0.0,0.0,0.0,0.0,6.14,1.24,0.0
20180315:2310,0.0,0.0,0.0,0.0,0.0,5.45,1.52,0.0
20180316:0010,0.0,0.0,0.0,0.0,0.0,5.84,3.17,0.0
20180316:0110,0.0,0.0,0.0,0.0,0.0,5.99,3.52,0.0
20180316:0210,0.0,0.0,0.0,0.0,0.0,5.62,2.97,0.0
20180316:0310,0.0,0.0,0.0,0.0,0.0,5.46,2.48,0.0
20180316:0410,0.0,0.0,0.0,0.0,0.0,5.15,2.21,0.0
20180316:0510,0.0,0.0,0.0,0.0,0.0,4.8,2.14,0.0
20180316:0610,12.42,0.0,23.26,0.55,6.65,4.63,2.07,0.0
20180316:0710,329.72,244.7,94.77,4.99,16.24,5.52,1.79,0.0
20180316:0810,596.14,474.76,122.73,8.56,25.01,7.66,2.48,0.0
20180316:0910,536.63,274.02,259.25,8.81,32.38,9.22,4.14,0.0
20180316:1010,343.77,69.7,276.59,7.15,37.61,10.18,4.48,0.0
20180316:1110,76.77,0.0,91.24,2.14,39.93,10.4,4.28,0.0
20180316:1210,376.76,87.0,292.64,7.67,38.92,10.7,4.07,0.0
20180316:1310,142.0,0.0,153.86,3.61,34.76,9.6,4.07,0.0
20180316:1410,637.92,465.57,172.5,9.14,28.15,9.77,4.0,0.0
20180316:1510,98.9,4.79,108.01,2.58,19.86,10.18,3.86,0.0
20180316:1610,44.62,5.12,54.37,1.32,10.54,9.94,2.97,0.0
20180316:1710,0.0,0.0,0.0,0.0,0.0,8.8,2.21,0.0
20180316:1810,0.0,0.0,0.0,0.0,0.0,6.89,1.86,0.0
20180316:1910,0.0,0.0,0.0,0.0,0.0,6.16,1.79,0.0
20180316:2010,0.0,0.0,0.0,0.0,0.0,5.35,1.59,0.0
20180316:2110,0.0,0.0,0.0,0.0,0.0,4.62,0.9,0.0
20180316:2210,0.0,0.0,0.0,0.0,0.0,3.23,1.31,0.0
20180316:2310,0.0,0.0,0.0,0.0,0.0,2.48,1.24,0.0
20180317:0010,0.0,0.0,0.0,0.0,0.0,2.28,0.9,0.0
20180317:0110,0.0,0.0,0.0,0.0,0.0,2.48,0.48,0.0
20180317:0210,0.0,0.0,0.0,0.0,0.0,1.99,0.62,0.0
20180317:0310,0.0,0.0,0.0,0.0,0.0,0.81,0.97,0.0
20180317:0410,0.0,0.0,0.0,0.0,0.0,0.61,1.24,0.0
20180317:0510,0.0,0.0,0.0,0.0,0.0,1.13,1.59,0.0
20180317:0610,49.89,24.55,44.68,1.3,7.0,2.16,1.93,0.0
20180317:0710,108.22,15.06,104.23,2.6,16.59,3.79,3.03,0.0
20180317:0810,113.56,1.5,122.73,2.89,25.38,4.74,3.17,0.0
20180317:0910,96.97,0.0,109.13,2.56,32.77,6.19,3.79,0.0
20180317:1010,77.08,0.0,90.35,2.12,38.01,7.15,4.41,0.0
20180317:1110,82.68,0.0,95.72,2.24,40.33,7.07,4.69,0.0
20180317:1210,54.4,0.0,67.98,1.59,39.29,6.7,3.86,0.0
20180317:1310,33.29,0.0,46.52,1.09,35.1,6.76,4.0,0.0
20180317:1410,31.63,0.0,44.73,1.05,28.45,6.54,4.28,0.0
20180317:1510,124.64,12.61,122.69,3.0,20.13,6.21,4.48,0.0
20180317:1610,25.07,0.0,37.57,0.88,10.79,5.44,4.55,0.0
20180317:1710,0.0,0.0,0.0,0.0,0.0,4.27,4.62,0.0
20180317:1810,0.0,0.0,0.0,0.0,0.0,2.81,4.62,0.0
20180317:1910,0.0,0.0,0.0,0.0,0.0,1.82,4.9,0.0
20180317:2010,0.0,0.0,0.0,0.0,0.0,0.9,4.83,0.0
20180317:2110,0.0,0.0,0.0,0.0,0.0,0.18,4.83,0.0
20180317:2210,0.0,0.0,0.0,0.0,0.0,-0.37,4.83,0.0
20180317:2310,0.0,0.0,0.0,0.0,0.0,-0.81,4.69,0.0
20180318:0010,0.0,0.0,0.0,0.0,0.0,-1.21,4.48,0.0
20180318:0110,0.0,0.0,0.0,0.0,0.0,-1.54,4.34,0.0
20180318:0210,0.0,0.0,0.0,0.0,0.0,-1.82,4.14,0.0
20180318:0310,0.0,0.0,0.0,0.0,0.0,-2.1,4.0,0.0
20180318:0410,0.0,0.0,0.0,0.0,0.0,-2.36,3.86,0.0
20180318:0510,0.0,0.0,0.0,0.0,0.0,-2.62,3.79,0.0
20180318:0610,14.53,0.0,25.05,0.59,7.35,-2.88,3.93,0.0
20180318:0710,29.65,0.0,41.15,0.96,16.95,-2.97,4.0,0.0
20180318:0810,60.73,0.0,71.56,1.68,25.75,-2.67,4.28,0.0
20180318:0910,104.83,0.0,112.71,2.64,33.16,-2.13,4.21,0.0
20180318:1010,131.97,0.0,137.76,3.23,38.41,-1.61,4.07,0.0
20180318:1110,75.32,0.0,85.88,2.01,40.73,-0.88,4.07,0.0
20180318:1210,92.97,0.0,102.87,2.41,39.67,0.42,4.0,0.0
20180318:1310,97.39,0.0,107.34,2.52,35.44,1.23,3.93,0.0
20180318:1410,74.49,0.0,85.88,2.01,28.76,1.41,4.0,0.0
20180318:1510,53.09,0.0,65.3,1.53,20.4,1.37,4.0,0.0
20180318:1610,43.03,1.63,53.88,1.28,11.05,1.01,3.79,0.0
20180318:1710,0.0,0.0,0.0,0.0,0.0,0.19,3.17,0.0
20180318:1810,0.0,0.0,0.0,0.0,0.0,-0.84,3.1,0.0
20180318:1910,0.0,0.0,0.0,0.0,0.0,-1.97,2.9,0.0
20180318:2010,0.0,0.0,0.0,0.0,0.0,-2.68,3.24,0.0
20180318:2110,0.0,0.0,0.0,0.0,0.0,-3.08,3.31,0.0
20180318:2210,0.0,0.0,0.0,0.0,0.0,-3.39,3.31,0.0
20180318:2310,0.0,0.0,0.0,0.0,0.0,-3.7,3.03,0.0
20180319:0010,0.0,0.0,0.0,0.0,0.0,-3.94,2.69,0.0
20180319:0110,0.0,0.0,0.0,0.0,0.0,-4.06,2.41,0.0
20180319:0210,0.0,0.0,0.0,0.0,0.0,-4.14,2.48,0.0
20180319:0310,0.0,0.0,0.0,0.0,0.0,-4.21,2.55,0.0
20180319:0410,0.0,0.0,0.0,0.0,0.0,-4.22,2.55,0.0
20180319:0510,0.0,0.0,0.0,0.0,0.0,-4.28,2.48,0.0
20180319:0610,25.76,1.43,35.93,0.86,7.7,-4.28,2.34,0.0
20180319:0710,57.23,0.0,67.98,1.59,17.31,-3.98,2.41,0.0
20180319:0810,71.38,0.0,81.4,1.91,26.12,-3.7,2.14,0.0
20180319:0910,98.29,0.0,106.45,2.5,33.55,-3.43,1.86,0.0
20180319:1010,101.84,0.0,110.03,2.58,38.81,-2.74,1.79,0.0
20180319:1110,120.94,0.0,127.92,3.0,41.13,-2.01,1.79,0.0
20180319:1210,100.26,0.0,109.13,2.56,40.04,-1.54,1.59,0.0
20180319:1310,102.78,0.0,111.82,2.62,35.78,-0.79,1.52,0.0
20180319:1410,176.43,9.09,170.4,4.09,29.06,-0.79,1.52,0.0
20180319:1510,70.29,0.0,81.4,1.91,20.68,-0.7,1.45,0.0
20180319:1610,45.87,3.19,54.96,1.32,11.3,-0.91,1.38,0.0
20180319:1710,0.0,0.0,0.0,0.0,0.0,-1.31,1.17,0.0
20180319:1810,0.0,0.0,0.0,0.0,0.0,-1.66,0.9,0.0
20180319:1910,0.0,0.0,0.0,0.0,0.0,-3.21,1.31,0.0
20180319:2010,0.0,0.0,0.0,0.0,0.0,-3.38,1.1,0.0
20180319:2110,0.0,0.0,0.0,0.0,0.0,-3.56,1.03,0.0
20180319:2210,0.0,0.0,0.0,0.0,0.0,-3.64,1.31,0.0
20180319:2310,0.0,0.0,0.0,0.0,0.0,-3.82,1.31,0.0
20180320:0010,0.0,0.0,0.0,0.0,0.0,-4.07,1.24,0.0
20180320:0110,0.0,0.0,0.0,0.0,0.0,-4.02,1.31,0.0
20180320:0210,0.0,0.0,0.0,0.0,0.0,-4.08,1.52,0.0
20180320:0310,0.0,0.0,0.0,0.0,0.0,-4.28,1.86,0.0
20180320:0410,0.0,0.0,0.0,0.0,0.0,-4.4,2.07,0.0
20180320:0510,0.0,0.0,0.0,0.0,0.0,-4.57,1.86,0.0
20180320:0610,9.26,0.0,18.79,0.44,8.05,-4.58,1.79,0.0
20180320:0710,115.62,11.53,110.8,2.73,17.66,-4.08,1.93,0.0
20180320:0810,163.47,8.75,156.89,3.77,26.5,-3.4,2.0,0.0
20180320:0910,299.62,45.48,244.96,6.21,33.94,-2.23,1.86,0.0
20180320:1010,385.61,76.63,295.83,7.7,39.21,-1.09,1.72,0.0
20180320:1110,423.68,93.21,318.01,8.37,41.53,-0.04,1.52,0.0
20180320:1210,492.75,153.02,325.96,9.12,40.42,0.8,1.72,0.0
20180320:1310,566.02,252.26,299.93,9.52,36.12,1.65,1.93,0.0
20180320:1410,436.59,181.78,243.68,7.49,29.36,2.07,2.0,0.0
20180320:1510,210.46,54.67,159.05,4.26,20.95,2.35,1.86,0.0
20180320:1610,130.75,60.83,84.99,2.58,11.55,2.09,1.59,0.0
20180320:1710,0.0,0.0,3.58,0.08,1.67,1.06,1.59,0.0
20180320:1810,0.0,0.0,0.0,0.0,0.0,-0.49,1.93,0.0
20180320:1910,0.0,0.0,0.0,0.0,0.0,-1.73,2.07,0.0
20180320:2010,0.0,0.0,0.0,0.0,0.0,-1.97,1.93,0.0
20180320:2110,0.0,0.0,0.0,0.0,0.0,-2.27,1.59,0.0
20180320:2210,0.0,0.0,0.0,0.0,0.0,-2.17,1.38,0.0
20180320:2310,0.0,0.0,0.0,0.0,0.0,-2.07,1.45,0.0
20180321:0010,0.0,0.0,0.0,0.0,0.0,-3.69,1.72,0.0
20180321:0110,0.0,0.0,0.0,0.0,0.0,-2.92,1.72,0.0
20180321:0210,0.0,0.0,0.0,0.0,0.0,-2.31,2.34,0.0
20180321:0310,0.0,0.0,0.0,0.0,0.0,-2.27,2.41,0.0
20180321:0410,0.0,0.0,0.0,0.0,0.0,-2.29,2.69,0.0
20180321:0510,0.0,0.0,0.0,0.0,0.0,-2.36,2.69,0.0
20180321:0610,31.79,2.7,41.43,1.01,8.39,-2.34,2.97,0.0
20180321:0710,125.85,15.64,116.8,2.91,18.02,-2.3,3.1,0.0
20180321:0810,237.66,38.99,194.39,4.97,26.87,-1.7,3.24,0.0
20180321:0910,351.53,74.25,263.88,6.94,34.33,-1.28,2.83,0.0
20180321:1010,368.4,64.41,291.55,7.49,39.62,-0.34,2.55,0.0
20180321:1110,199.1,1.47,199.66,4.7,41.92,0.5,2.28,0.0
20180321:1210,89.37,0.0,100.19,2.35,40.79,1.71,2.48,0.0
20180321:1310,238.06,13.34,224.81,5.41,36.46,1.84,2.34,0.0
20180321:1410,591.11,352.96,224.75,9.06,29.66,1.69,1.86,0.0
20180321:1510,286.26,112.55,171.78,5.14,21.22,1.58,1.66,0.0
20180321:1610,163.72,93.15,86.36,2.98,11.8,1.25,1.31,0.0
20180321:1710,0.0,0.0,4.47,0.1,1.92,1.2,0.76,0.0
20180321:1810,0.0,0.0,0.0,0.0,0.0,-0.96,1.1,0.0
20180321:1910,0.0,0.0,0.0,0.0,0.0,-1.68,1.31,0.0
20180321:2010,0.0,0.0,0.0,0.0,0.0,-1.07,1.38,0.0
20180321:2110,0.0,0.0,0.0,0.0,0.0,-1.13,1.31,0.0
20180321:2210,0.0,0.0,0.0,0.0,0.0,-1.29,1.24,0.0
20180321:2310,0.0,0.0,0.0,0.0,0.0,-1.52,1.1,0.0
20180322:0010,0.0,0.0,0.0,0.0,0.0,-1.72,0.9,0.0
20180322:0110,0.0,0.0,0.0,0.0,0.0,-1.94,0.76,0.0
20180322:0210,0.0,0.0,0.0,0.0,0.0,-2.2,0.83,0.0
20180322:0310,0.0,0.0,0.0,0.0,0.0,-2.44,0.83,0.0
20180322:0410,0.0,0.0,0.0,0.0,0.0,-2.54,0.9,0.0
20180322:0510,0.0,0.0,0.0,0.0,0.0,-2.52,1.03,0.0
20180322:0610,92.39,60.46,56.21,2.12,8.74,-2.38,1.03,0.0
20180322:0710,281.9,134.66,141.75,4.86,18.38,-4.6,1.66,0.0
20180322:0810,424.18,185.99,220.13,7.17,27.24,-2.46,1.79,0.0
20180322:0910,635.98,349.68,270.04,10.17,34.72,0.79,2.0,0.0
20180322:1010,855.32,599.07,254.13,13.02,40.02,1.78,2.28,0.0
20180322:1110,781.36,452.84,321.97,12.46,42.32,2.83,2.62,0.0
20180322:1210,748.88,420.81,319.04,11.97,41.17,3.5,2.97,0.0
20180322:1310,583.06,267.77,302.34,9.81,36.79,4.09,3.17,0.0
20180322:1410,583.05,342.55,227.07,9.04,29.96,4.02,3.17,0.0
20180322:1510,153.26,19.28,141.68,3.52,21.49,3.85,3.1,0.0
20180322:1610,63.19,7.48,69.0,1.7,12.05,3.17,2.62,0.0
20180322:1710,0.0,0.0,1.79,0.04,2.16,1.75,2.14,0.0
20180322:1810,0.0,0.0,0.0,0.0,0.0,0.38,1.93,0.0
20180322:1910,0.0,0.0,0.0,0.0,0.0,-0.19,2.34,0.0
20180322:2010,0.0,0.0,0.0,0.0,0.0,-0.4,2.62,0.0
20180322:2110,0.0,0.0,0.0,0.0,0.0,-0.45,2.83,0.0
20180322:2210,0.0,0.0,0.0,0.0,0.0,-0.44,2.83,0.0
20180322:2310,0.0,0.0,0.0,0.0,0.0,-0.49,2.76,0.0
20180323:0010,0.0,0.0,0.0,0.0,0.0,-0.41,2.76,0.0
20180323:0110,0.0,0.0,0.0,0.0,0.0,-0.41,2.76,0.0
20180323:0210,0.0,0.0,0.0,0.0,0.0,-0.33,2.76,0.0
20180323:0310,0.0,0.0,0.0,0.0,0.0,-0.33,2.69,0.0
20180323:0410,0.0,0.0,0.0,0.0,0.0,-0.24,2.55,0.0
20180323:0510,0.0,0.0,0.0,0.0,0.0,-0.23,2.48,0.0
20180323:0610,5.55,0.0,14.31,0.34,9.09,-0.11,2.41,0.0
20180323:0710,61.64,0.0,73.35,1.72,18.74,0.54,3.86,0.0
20180323:0810,184.14,14.18,172.93,4.21,27.61,1.02,3.45,0.0
20180323:0910,128.72,0.0,136.86,3.21,35.1,1.85,3.24,0.0
20180323:1010,112.96,0.0,122.55,2.87,40.42,2.42,2.97,0.0
20180323:1110,91.67,0.0,102.87,2.41,42.72,3.04,2.69,0.0
20180323:1210,110.05,0.0,120.76,2.83,41.54,4.19,2.62,0.0
20180323:1310,537.61,223.51,303.49,9.39,37.13,4.2,2.69,0.0
20180323:1410,373.84,124.43,243.22,6.96,30.25,4.16,2.62,0.0
20180323:1510,124.53,7.33,127.15,3.06,21.75,4.26,2.41,0.0
20180323:1610,75.53,13.19,76.13,1.93,12.3,3.94,1.93,0.0
20180323:1710,0.0,0.0,4.47,0.1,2.41,2.37,1.45,0.0
20180323:1810,0.0,0.0,0.0,0.0,0.0,1.67,1.52,0.0
20180323:1910,0.0,0.0,0.0,0.0,0.0,1.63,0.9,0.0
20180323:2010,0.0,0.0,0.0,0.0,0.0,2.03,0.34,0.0
20180323:2110,0.0,0.0,0.0,0.0,0.0,1.6,0.34,0.0
20180323:2210,0.0,0.0,0.0,0.0,0.0,1.05,0.62,0.0
20180323:2310,0.0,0.0,0.0,0.0,0.0,0.21,0.9,0.0
20180324:0010,0.0,0.0,0.0,0.0,0.0,-0.83,1.17,0.0
20180324:0110,0.0,0.0,0.0,0.0,0.0,-0.99,1.24,0.0
20180324:0210,0.0,0.0,0.0,0.0,0.0,-1.2,1.45,0.0
20180324:0310,0.0,0.0,0.0,0.0,0.0,-1.07,1.59,0.0
20180324:0410,0.0,0.0,0.0,0.0,0.0,-1.34,1.93,0.0
20180324:0510,0.0,0.0,0.0,0.0,0.0,-1.37,2.14,0.0
20180324:0610,113.06,87.43,54.68,2.56,9.44,-0.8,2.21,0.0
20180324:0710,392.07,285.64,104.56,6.25,19.09,0.96,2.28,0.0
20180324:0810,632.41,469.22,149.09,9.56,27.98,3.28,3.03,0.0
20180324:0910,853.14,693.39,148.63,12.64,35.49,4.06,3.93,0.0
20180324:1010,1014.08,898.38,123.76,15.08,40.82,5.2,4.14,0.0
20180324:1110,1012.52,861.18,169.75,15.24,43.12,6.43,3.93,0.0
20180324:1210,889.11,642.69,256.99,13.71,41.91,7.24,3.72,0.0
20180324:1310,897.43,761.55,150.31,13.42,37.46,7.74,3.45,0.0
20180324:1410,720.59,589.36,139.78,10.8,30.55,9.58,3.1,0.0
20180324:1510,486.09,375.35,117.42,7.42,22.02,9.57,2.76,0.0
20180324:1610,209.45,159.47,75.87,3.71,12.55,9.08,2.48,0.0
20180324:1710,2.54,1.3,9.76,0.25,2.65,7.49,2.14,0.0
20180324:1810,0.0,0.0,0.0,0.0,0.0,5.52,2.34,0.0
20180324:1910,0.0,0.0,0.0,0.0,0.0,3.97,2.07,0.0
20180324:2010,0.0,0.0,0.0,0.0,0.0,2.78,1.93,0.0
20180324:2110,0.0,0.0,0.0,0.0,0.0,1.53,1.72,0.0
20180324:2210,0.0,0.0,0.0,0.0,0.0,0.25,1.66,0.0
20180324:2310,0.0,0.0,0.0,0.0,0.0,-0.75,1.66,0.0
20180325:0010,0.0,0.0,0.0,0.0,0.0,-1.32,1.59,0.0
20180325:0110,0.0,0.0,0.0,0.0,0.0,-1.71,1.52,0.0
20180325:0210,0.0,0.0,0.0,0.0,0.0,-1.91,1.31,0.0
20180325:0310,0.0,0.0,0.0,0.0,0.0,-1.72,1.1,0.0
20180325:0410,0.0,0.0,0.0,0.0,0.0,-1.58,0.9,0.0
20180325:0510,0.0,0.0,0.0,0.0,0.0,-1.58,0.76,0.0
20180325:0610,116.35,89.05,56.35,2.66,9.79,-1.19,0.34,0.0
20180325:0710,396.01,299.64,100.08,6.44,19.45,1.0,0.34,0.0
20180325:0810,614.27,474.82,146.17,9.67,28.36,3.96,0.34,0.0
20180325:0910,785.42,655.88,164.77,12.48,35.88,6.57,0.48,0.0
20180325:1010,911.19,835.57,150.93,14.72,41.22,8.43,0.48,0.0
20180325:1110,934.44,854.44,169.97,15.24,43.51,9.9,0.55,0.0
20180325:1210,948.86,900.4,137.68,15.31,42.28,10.9,0.9,0.0
20180325:1310,866.97,796.59,132.84,13.71,37.79,11.54,1.17,0.0
20180325:1410,703.8,600.29,133.25,10.92,30.84,11.74,1.45,0.0
20180325:1510,486.35,392.62,110.46,7.61,22.29,11.44,1.38,0.0
20180325:1610,213.77,171.88,71.73,3.86,12.8,10.96,1.17,0.0
20180325:1710,4.65,7.14,11.04,0.4,2.89,9.8,1.59,0.0
20180325:1810,0.0,0.0,0.0,0.0,0.0,7.99,1.86,0.0
20180325:1910,0.0,0.0,0.0,0.0,0.0,5.96,1.93,0.0
20180325:2010,0.0,0.0,0.0,0.0,0.0,4.48,1.86,0.0
20180325:2110,0.0,0.0,0.0,0.0,0.0,3.34,1.66,0.0
20180325:2210,0.0,0.0,0.0,0.0,0.0,2.53,1.45,0.0
20180325:2310,0.0,0.0,0.0,0.0,0.0,2.18,1.31,0.0
20180326:0010,0.0,0.0,0.0,0.0,0.0,1.95,1.52,0.0
20180326:0110,0.0,0.0,0.0,0.0,0.0,1.58,1.59,0.0
20180326:0210,0.0,0.0,0.0,0.0,0.0,1.06,1.59,0.0
20180326:0310,0.0,0.0,0.0,0.0,0.0,0.38,1.59,0.0
20180326:0410,0.0,0.0,0.0,0.0,0.0,0.07,1.59,0.0
20180326:0510,0.0,0.0,0.0,0.0,0.0,0.3,1.52,0.0
20180326:0610,57.18,10.74,61.1,1.59,10.14,1.18,1.52,0.0
20180326:0710,164.04,32.0,139.8,3.67,19.81,2.8,1.17,0.0
20180326:0810,202.06,20.71,187.34,4.63,28.73,4.97,1.45,0.0
20180326:0910,105.83,0.0,118.08,2.77,36.27,6.54,1.72,0.0
20180326:1010,154.78,0.0,165.49,3.88,41.62,7.98,2.21,0.0
20180326:1110,268.68,14.25,260.64,6.27,43.91,9.14,2.9,0.0
20180326:1210,77.87,0.0,92.14,2.16,42.65,9.62,2.97,0.0
20180326:1310,82.37,0.0,96.61,2.26,38.12,9.76,2.9,0.0
20180326:1410,93.42,0.0,107.34,2.52,31.13,9.69,3.03,0.0
20180326:1510,83.59,0.0,97.5,2.29,22.55,9.0,2.9,0.0
20180326:1610,108.08,34.56,90.0,2.52,13.05,8.22,2.55,0.0
20180326:1710,0.0,0.0,4.47,0.1,3.13,7.26,2.14,0.0
20180326:1810,0.0,0.0,0.0,0.0,0.0,5.93,2.07,0.0
20180326:1910,0.0,0.0,0.0,0.0,0.0,4.9,1.93,0.0
20180326:2010,0.0,0.0,0.0,0.0,0.0,4.1,2.0,0.0
20180326:2110,0.0,0.0,0.0,0.0,0.0,3.49,2.07,0.0
20180326:2210,0.0,0.0,0.0,0.0,0.0,3.15,2.0,0.0
20180326:2310,0.0,0.0,0.0,0.0,0.0,2.65,1.86,0.0
20180327:0010,0.0,0.0,0.0,0.0,0.0,1.85,1.86,0.0
20180327:0110,0.0,0.0,0.0,0.0,0.0,1.42,1.79,0.0
20180327:0210,0.0,0.0,0.0,0.0,0.0,0.92,1.86,0.0
20180327:0310,0.0,0.0,0.0,0.0,0.0,0.52,1.86,0.0
20180327:0410,0.0,0.0,0.0,0.0,0.0,0.34,1.79,0.0
20180327:0510,0.0,0.0,0.0,0.0,0.0,0.41,1.79,0.0
20180327:0610,13.46,0.0,24.15,0.57,10.48,0.73,1.72,0.0
20180327:0710,34.02,0.0,46.52,1.09,20.16,2.13,1.52,0.0
20180327:0810,389.02,150.54,231.91,7.17,29.1,3.02,1.72,0.0
20180327:0910,575.91,281.52,288.41,9.96,36.66,4.61,1.93,0.0
20180327:1010,890.09,712.41,207.3,14.11,42.02,6.5,1.86,0.0
20180327:1110,878.26,651.48,261.83,14.2,44.3,7.49,1.79,0.0
20180327:1210,732.52,428.98,320.42,12.37,43.02,8.14,1.86,0.0
20180327:1310,238.44,14.21,231.99,5.6,38.45,8.74,1.86,0.0
20180327:1410,709.58,587.66,137.47,10.99,31.43,9.01,1.86,0.0
20180327:1510,148.16,15.42,144.45,3.56,22.81,8.76,1.79,0.0
20180327:1610,218.1,172.28,72.76,4.0,13.29,8.39,1.38,0.0
20180327:1710,6.47,7.12,13.49,0.48,3.37,7.77,0.69,0.0
20180327:1810,0.0,0.0,0.0,0.0,0.0,6.56,1.45,0.0
20180327:1910,0.0,0.0,0.0,0.0,0.0,5.17,1.86,0.0
20180327:2010,0.0,0.0,0.0,0.0,0.0,4.3,1.86,0.0
20180327:2110,0.0,0.0,0.0,0.0,0.0,3.73,1.72,0.0
20180327:2210,0.0,0.0,0.0,0.0,0.0,3.49,1.79,0.0
20180327:2310,0.0,0.0,0.0,0.0,0.0,3.33,1.79,0.0
20180328:0010,0.0,0.0,0.0,0.0,0.0,3.38,1.72,0.0
20180328:0110,0.0,0.0,0.0,0.0,0.0,2.94,1.72,0.0
20180328:0210,0.0,0.0,0.0,0.0,0.0,2.75,1.86,0.0
20180328:0310,0.0,0.0,0.0,0.0,0.0,3.03,2.34,0.0
20180328:0410,0.0,0.0,0.0,0.0,0.0,3.53,3.17,0.0
20180328:0510,0.0,0.0,0.0,0.0,0.0,3.99,4.14,0.0
20180328:0610,54.84,8.01,61.6,1.57,10.83,4.6,4.48,0.0
20180328:0710,54.74,0.0,67.98,1.59,20.52,5.57,4.69,0.0
20180328:0810,363.4,130.28,230.21,6.92,29.46,6.72,3.66,0.0
20180328:0910,439.11,145.32,289.42,8.41,37.04,7.84,4.0,0.0
20180328:1010,240.18,8.4,238.21,5.68,42.42,9.48,5.17,0.0
20180328:1110,224.52,4.22,228.65,5.41,44.7,10.52,5.17,0.0
20180328:1210,357.31,57.88,303.19,7.74,43.39,10.89,4.34,0.0
20180328:1310,424.18,127.01,299.49,8.39,38.78,10.9,3.93,0.0
20180328:1410,204.88,16.86,198.38,4.84,31.71,11.54,4.14,0.0
20180328:1510,113.77,4.16,123.95,2.96,23.07,11.61,2.76,0.0
20180328:1610,18.81,0.0,31.31,0.73,13.54,10.62,2.21,0.0
20180328:1710,2.83,0.0,10.73,0.25,3.61,9.33,3.03,0.0
20180328:1810,0.0,0.0,0.0,0.0,0.0,8.78,3.38,0.0
20180328:1910,0.0,0.0,0.0,0.0,0.0,8.14,2.41,0.0
20180328:2010,0.0,0.0,0.0,0.0,0.0,7.94,2.41,0.0
20180328:2110,0.0,0.0,0.0,0.0,0.0,7.94,2.9,0.0
20180328:2210,0.0,0.0,0.0,0.0,0.0,8.12,4.28,0.0
20180328:2310,0.0,0.0,0.0,0.0,0.0,7.98,5.1,0.0
20180329:0010,0.0,0.0,0.0,0.0,0.0,7.66,4.83,0.0
20180329:0110,0.0,0.0,0.0,0.0,0.0,7.4,4.48,0.0
20180329:0210,0.0,0.0,0.0,0.0,0.0,7.16,4.28,0.0
20180329:0310,0.0,0.0,0.0,0.0,0.0,6.44,4.28,0.0
20180329:0410,0.0,0.0,0.0,0.0,0.0,5.3,3.93,0.0
20180329:0510,0.0,0.0,0.0,0.0,0.0,4.42,3.38,0.0
20180329:0610,81.5,24.68,74.18,2.14,11.17,3.9,3.03,0.0
20180329:0710,151.81,21.89,138.94,3.54,20.87,5.11,3.31,0.0
20180329:0810,360.04,121.13,234.22,6.92,29.83,5.43,3.59,0.0
20180329:0910,566.73,266.67,292.12,9.94,37.43,6.07,3.17,0.0
20180329:1010,329.24,41.72,288.52,7.23,42.82,7.07,2.69,0.0
20180329:1110,754.85,438.03,329.5,12.81,45.09,8.64,2.76,0.0
20180329:1210,711.2,395.69,328.47,12.22,43.75,9.33,2.55,0.0
20180329:1310,418.18,119.15,302.65,8.39,39.1,9.69,2.34,0.0
20180329:1410,199.7,13.93,196.11,4.76,32.0,10.04,2.0,0.0
20180329:1510,36.11,0.0,50.09,1.17,23.33,9.79,1.59,0.0
20180329:1610,48.75,1.31,61.85,1.47,13.78,8.96,1.24,0.0
